Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Visitor,Guest_ID,Filename,Names,Hits
358,10 Novembre 1780,1780-01-10,ADLER,3,Hr. Johann Stampfer aus Tyrol f. 3. Georg Schlatter von Fillingen f. 3. Rosina Wildin von Stetten. 2 Schwaben. 2 Landl.,358,0182.txt,"Hr. Johann Stampfer aus Tyrol, Georg Schlatter von Fillingen, Rosina Wildin von Stetten",Georg Schlatter  (https://de.wikipedia.org/wiki/Georg_Schlotter)
359,10 Novembre 1780,1780-01-10,RAABEN,5,Hr. Baron Tschudj von Zurzach. Major Tschudj von Glarus. Ulrich Schweitzer von Ebm f. 1 Holländischer Soldat. 14 Landl.,359,0182.txt,"Hr. Baron Tschudj von Zurzach, Major Tschudj von Glarus, Ulrich Schweitzer von Ebm",
360,10 Novembre 1780,1780-01-10,LEUEN,8,Hr. David Bachmann von Stettfort. 2 Landl.,360,0182.txt,Hr. David Bachmann von Stettfort,
361,10 Novembre 1780,1780-01-10,ROESSLI,7,Mr. Morell de Savoya. Hr. Berchtold aus Tyrol. Müller Fofter von Wurmspach. 14 Landl. Chrift. Streff von Duttlingen f. 2. Haas v. Hornberg. Hr. Bruder v. Rastatt.,361,0182.txt,"Mr. Morell de Savoya, Hr. Berchtold aus Tyrol, Müller Fofter von Wurmspach, Chrift. Streff von Duttlingen, Haas von Hornberg, Hr. Bruder von Rastatt","Haas  (https://de.wikipedia.org/wiki/Haas https://de.wikipedia.org/wiki/Haas_F1_Team https://de.wikipedia.org/wiki/Haasenburg https://de.wikipedia.org/wiki/Haase https://de.wikipedia.org/wiki/Haasenhof https://de.wikipedia.org/wiki/Haastadler https://de.wikipedia.org/wiki/Haas-Haus https://de.wikipedia.org/wiki/Haasgang https://de.wikipedia.org/wiki/Haason_Reddick https://de.wikipedia.org/wiki/Haas_Automation), . Bruder  (https://de.wikipedia.org/wiki/Brudermord_(Osmanisches_Reich) https://de.wikipedia.org/wiki/Bruderschaft https://de.wikipedia.org/wiki/Bruder-Klaus-Feldkapelle https://de.wikipedia.org/wiki/Bruderh%C3%B6fer https://de.wikipedia.org/wiki/Bruderschaft_der_Vagabunden https://de.wikipedia.org/wiki/Bruder_Klaus_(Urdorf) https://de.wikipedia.org/wiki/Bruder_vor_Luder https://de.wikipedia.org/wiki/Mein_Bruder_hei%C3%9Ft_Robert_und_ist_ein_Idiot https://de.wikipedia.org/wiki/Bruder_Andrew https://de.wikipedia.org/wiki/Bruder_und_Schwester_(2022))"
362,10 Novembre 1780,1780-01-10,SCHWANEN,6,Hr. Joseph Schmid v. Hizkrch. 9 Landl. Däppeler von Tägerfolden f. 3. Adam Fischler von Dieffenhoffen.,362,0182.txt,"Hr. Joseph Schmid von Hizkrch, Däppeler von Tägerfolden, Adam Fischler von Dieffenhoffen",". Joseph Schmid  (https://de.wikipedia.org/wiki/Joseph_Schmidt_(S%C3%A4nger) https://de.wikipedia.org/wiki/Joseph_Schmid_(Bildhauer) https://de.wikipedia.org/wiki/Joseph_Schmidlin https://de.wikipedia.org/wiki/Josef_Schmidberger https://de.wikipedia.org/wiki/Joseph_Schmidt-G%C3%B6rg https://de.wikipedia.org/wiki/Joseph_Schmidt_(Politiker) https://de.wikipedia.org/wiki/Joseph_Schmidt https://de.wikipedia.org/wiki/Joseph_Schmid https://de.wikipedia.org/wiki/Joseph_Schmid_(Politiker) https://de.wikipedia.org/wiki/Joseph_Scheidegger), Däppeler  (https://de.wikipedia.org/wiki/D%C3%BCppeler_M%C3%BChle https://de.wikipedia.org/wiki/D%C3%BCppeler_Schanzen-Marsch https://de.wikipedia.org/wiki/D%C3%BCppeler_Forst https://de.wikipedia.org/wiki/D%C3%BCppeler_Schanzen https://de.wikipedia.org/wiki/D%C3%BCppeler_Sturmkreuz https://de.wikipedia.org/wiki/Deppeler), Adam Fischler  (https://de.wikipedia.org/wiki/%C3%81d%C3%A1m_Fischer https://de.wikipedia.org/wiki/Adam_Fischer)"
363,12 Novembre 1780,1780-01-12,SCHWERDT,1,Mr. Borell Mr. Jain Hr. Develay de Geneve. Doctor Gruber von Gaiss. Stadtschreiber Sultzer. Hr. Amtmann Hegner. beyde von Winterthur. Robert. Mr. Rudolph de Barleduc. Leonhardt von Müllhausen. Fehr von Frauenfeld. Krauss Virtuos von Ulm. Bayer Musicus aus Tyrol f. 2. Mr. Desouslecret. de Lyon. Hauptm. Bar. v. Rothenthal in Kayf. Diensten. Kreich Hr. Doctor Seeger von Tübingen.,363,0184.txt,"Mr. Borell Mr, Jain Hr, Develay de Geneve, Doctor Gruber von Gaiss, Stadtschreiber Sultzer, Hr. Amtmann Hegner, beyde von Winterthur, Robert, Mr. Rudolph de Barleduc, Leonhardt von Müllhausen, Fehr von Frauenfeld, Krauss Virtuos von Ulm, Bayer Musicus aus Tyrol, Mr. Desouslecret, de Lyon, Hauptm. Bar, von Rothenthal in Kayf, Diensten. Kreich Hr, Doctor Seeger von Tübingen",". Borell  (https://de.wikipedia.org/wiki/Borellis_Zwergbuntbarsch https://de.wikipedia.org/wiki/Borell https://de.wikipedia.org/wiki/Borelliose https://de.wikipedia.org/wiki/Borel-Lebesgue-Ma%C3%9F https://de.wikipedia.org/wiki/Borellus https://de.wikipedia.org/wiki/Borelli https://de.wikipedia.org/wiki/Borell-Seidel https://de.wikipedia.org/wiki/Borello https://de.wikipedia.org/wiki/Borella https://de.wikipedia.org/wiki/Borelli_Vranski), Jain Hr (https://de.wikipedia.org/wiki/Jan_Hru%C5%A1%C3%ADnsk%C3%BD https://de.wikipedia.org/wiki/Jan_Hrdina https://de.wikipedia.org/wiki/Jan_H%C5%99ebejk https://de.wikipedia.org/wiki/Jan_Hru%C5%A1ka_(Radsportler) https://de.wikipedia.org/wiki/Jan_Hron https://de.wikipedia.org/wiki/Jan_Hrbat%C3%BD https://de.wikipedia.org/wiki/Jan_H%C5%99%C3%ADmal%C3%BD https://de.wikipedia.org/wiki/Jan_hrabe_z_Rottalu https://de.wikipedia.org/wiki/Jan_Hruska https://de.wikipedia.org/wiki/Jai_Narayan_Vyas), Jain  (https://de.wikipedia.org/wiki/Jain https://de.wikipedia.org/wiki/Jainismus https://de.wikipedia.org/wiki/Jain_(S%C3%A4ngerin) https://de.wikipedia.org/wiki/Jaina_Lee_Ortiz https://de.wikipedia.org/wiki/Jainzenberg https://de.wikipedia.org/wiki/Jainaba_Bah https://de.wikipedia.org/wiki/Jainvillotte https://de.wikipedia.org/wiki/Jainistische_Kunst https://de.wikipedia.org/wiki/Jainendra_K._Jain https://de.wikipedia.org/wiki/Jainosaurus), beyde  (https://de.wikipedia.org/wiki/Beyde%C4%9Firmeni https://de.wikipedia.org/wiki/Beyde_Maryam_I. https://de.wikipedia.org/wiki/Bedeutung_(Sprachphilosophie) https://de.wikipedia.org/wiki/Bedeutende_Kurst%C3%A4dte_Europas https://de.wikipedia.org/wiki/Beyer_(Familienname) https://de.wikipedia.org/wiki/Beyendorf-Sohlen https://de.wikipedia.org/wiki/Bedecktsamer https://de.wikipedia.org/wiki/Beyenburg https://de.wikipedia.org/wiki/Beedenkirchen https://de.wikipedia.org/wiki/Beyersdorf), Robert (https://de.wikipedia.org/wiki/Robert https://de.wikipedia.org/wiki/Robert_Habeck https://de.wikipedia.org/wiki/Robert_De_Niro https://de.wikipedia.org/wiki/Robert_Bosch_GmbH https://de.wikipedia.org/wiki/Robert_F._Kennedy_Jr. https://de.wikipedia.org/wiki/Robert_Oppenheimer https://de.wikipedia.org/wiki/Robert_F._Kennedy https://de.wikipedia.org/wiki/Robert_Schumann https://de.wikipedia.org/wiki/Robert_Koch https://de.wikipedia.org/wiki/Robert_Edward_Lee), Leonhardt  (https://de.wikipedia.org/wiki/Leonhardt https://de.wikipedia.org/wiki/Leonhardt_(Familienname) https://de.wikipedia.org/wiki/Leonhard_Fronsperger https://de.wikipedia.org/wiki/Leonard_Diepenbrock https://de.wikipedia.org/wiki/Leonardo_Ciampa https://de.wikipedia.org/wiki/Leonhardt_%26_Blumberg https://de.wikipedia.org/wiki/Leonhardtina https://de.wikipedia.org/wiki/Leonhardt,_Andr%C3%A4_und_Partner https://de.wikipedia.org/wiki/Leonhardt-Consort https://de.wikipedia.org/wiki/Leonhardt_Holzapfel), Fehr  (https://de.wikipedia.org/wiki/Fehr https://de.wikipedia.org/wiki/Fehring https://de.wikipedia.org/wiki/Fehrbellin https://de.wikipedia.org/wiki/Fehrbach https://de.wikipedia.org/wiki/Fehraltorf https://de.wikipedia.org/wiki/Fehrbelliner_Platz https://de.wikipedia.org/wiki/Fehrs-Gilde https://de.wikipedia.org/wiki/Fehren https://de.wikipedia.org/wiki/Fehrenbach_(Masserberg) https://de.wikipedia.org/wiki/Fehrenbracht), de Lyon (https://de.wikipedia.org/wiki/De%E2%80%99Longhi https://de.wikipedia.org/wiki/De_Long_Mountains https://de.wikipedia.org/wiki/De-Long-Inseln https://de.wikipedia.org/wiki/De_Leonismus https://de.wikipedia.org/wiki/Delonte_West https://de.wikipedia.org/wiki/Deljan_Peewski https://de.wikipedia.org/wiki/De_Leon_Daran https://de.wikipedia.org/wiki/Delton https://de.wikipedia.org/wiki/De_Longis https://de.wikipedia.org/wiki/Del_Monte_Foods), Hauptm. Bar (https://de.wikipedia.org/wiki/Hauptmarkt_(N%C3%BCrnberg) https://de.wikipedia.org/wiki/Hauptmarkt_(Krakau) https://de.wikipedia.org/wiki/Hauptmarkt_(Trier) https://de.wikipedia.org/wiki/Hauptmarschall_der_Waffengattung https://de.wikipedia.org/wiki/Hauptmarkt_13_(Trier) https://de.wikipedia.org/wiki/Hauptmarkt)"
364,12 Novembre 1780,1780-01-12,STORCHEN,2,Hr. Benjamin Wolff von Mannheim f. 2. Jacob Pfund von Unter-Hallau. 3 St. Galler Fuhrleuth. 4 Landl.,364,0184.txt,UNABLE TO PARSE,
365,12 Novembre 1780,1780-01-12,ADLER,3,Hr. Johann Stampfer aus Tyrol f. 3.,365,0184.txt,Hr. Johann Stampfer aus Tyrol,
366,12 Novembre 1780,1780-01-12,HIRSCHEN,4,Hr. Michael Kern von Bamberg f. 3. Music. Hr. Mich. Winckler v. Schlettingen. f. 3. Rudolph Rahn von St. Gallen. Leopold Bruder von Rastadt. 4 Handw. 8 Landl. 3 Schwaben.,366,0184.txt,"Hr. Michael Kern von Bamberg, Music, Hr. Mich, Winckler von Schlettingen, Rudolph Rahn von St, Gallen. Leopold Bruder von Rastadt",". Michael Kern  (https://de.wikipedia.org/wiki/Michael_Kern_(Bildhauer) https://de.wikipedia.org/wiki/Michael_Kernbach https://de.wikipedia.org/wiki/Michael_Kernberger https://de.wikipedia.org/wiki/Michael_Kern https://de.wikipedia.org/wiki/Michael_of_Kent https://de.wikipedia.org/wiki/Michael_Kerkloh https://de.wikipedia.org/wiki/Michael_Kersting_(Musikproduzent) https://de.wikipedia.org/wiki/Michael_Kearney https://de.wikipedia.org/wiki/Michael_Bernhard_(Politiker) https://de.wikipedia.org/wiki/Michael_K%C3%B6rner_(Kommentator)), Music (https://de.wikipedia.org/wiki/Music https://de.wikipedia.org/wiki/Musical https://de.wikipedia.org/wiki/Music_to_Be_Murdered_By https://de.wikipedia.org/wiki/Music_for_18_Musicians https://de.wikipedia.org/wiki/Musicology_(Album) https://de.wikipedia.org/wiki/MusicBrainz https://de.wikipedia.org/wiki/MusicStar https://de.wikipedia.org/wiki/Musiconn_%E2%80%93_F%C3%BCr_vernetzte_Musikwissenschaft https://de.wikipedia.org/wiki/Music_Production_Center https://de.wikipedia.org/wiki/Music_for_the_Masses), Hr. Mich (https://de.wikipedia.org/wiki/H._Michael_Shepard https://de.wikipedia.org/wiki/H._Richard_Niebuhr https://de.wikipedia.org/wiki/H._Richard_Crane https://de.wikipedia.org/wiki/Hl._Michael https://de.wikipedia.org/wiki/Hemichromis_elongatus https://de.wikipedia.org/wiki/Hamich https://de.wikipedia.org/wiki/Hemichromis https://de.wikipedia.org/wiki/Hamichlol https://de.wikipedia.org/wiki/Hemichromis_camerounensis https://de.wikipedia.org/wiki/Hrichou), . Mich (https://de.wikipedia.org/wiki/Michael_Schumacher https://de.wikipedia.org/wiki/Michael_Jackson https://de.wikipedia.org/wiki/Michael_Kretschmer https://de.wikipedia.org/wiki/Michael_Jordan https://de.wikipedia.org/wiki/Michelangelo https://de.wikipedia.org/wiki/Michel_Foucault https://de.wikipedia.org/wiki/Michigan https://de.wikipedia.org/wiki/Michelangelo_Merisi_da_Caravaggio https://de.wikipedia.org/wiki/Michail_Sergejewitsch_Gorbatschow https://de.wikipedia.org/wiki/Michael_St%C3%BCrzenberger), Winckler  (https://de.wikipedia.org/wiki/Winckler https://de.wikipedia.org/wiki/Wincklerbad https://de.wikipedia.org/wiki/Winckler-Denkmal https://de.wikipedia.org/wiki/Wincklers_Garten https://de.wikipedia.org/wiki/Winckler_Palast https://de.wikipedia.org/wiki/Winklern https://de.wikipedia.org/wiki/Winkler_(Familienname) https://de.wikipedia.org/wiki/Winkler%2BD%C3%BCnnebier https://de.wikipedia.org/wiki/Winkler_Unternehmensgruppe https://de.wikipedia.org/wiki/Winklern_bei_Oberw%C3%B6lz)"
367,12 Novembre 1780,1780-01-12,RAABEN,5,Hr. Pfau von Winterthur.,367,0184.txt,Hr. Pfau von Winterthur,. Pfau  (https://de.wikipedia.org/wiki/Pfaueninsel https://de.wikipedia.org/wiki/Pfauenuhr https://de.wikipedia.org/wiki/Pfauenspinner https://de.wikipedia.org/wiki/Pfauenfeder https://de.wikipedia.org/wiki/Pfau_(Film) https://de.wikipedia.org/wiki/Der_Pfau_(2023) https://de.wikipedia.org/wiki/Pfauenschleimfisch https://de.wikipedia.org/wiki/Die_Pfauenfeder https://de.wikipedia.org/wiki/Pfauen-Lippfisch https://de.wikipedia.org/wiki/Pfauenelfe)
368,12 Novembre 1780,1780-01-12,LEUEN,8,1 Französischer Soldat & 1 Recroüt. 3 Handw.,368,0184.txt,UNABLE TO PARSE,
369,12 Novembre 1780,1780-01-12,ROESSLI,7,Mr. Bastard de Strasburg. Calandre de Turin. 2 Handw. 9 Landl.,369,0184.txt,"Mr. Bastard de Strasburg, Calandre de Turin",
370,12 Novembre 1780,1780-01-12,SCHWANEN,6,Hr. Joseph Schmid v. Hizkirch. Ziegler von Winterthur. Huber von Diessenhossen. 3 Landl.,370,0184.txt,"Hr. Joseph Schmid von Hizkirch, Ziegler von Winterthur, Huber von Diessenhossen",". Joseph Schmid  (https://de.wikipedia.org/wiki/Joseph_Schmidt_(S%C3%A4nger) https://de.wikipedia.org/wiki/Joseph_Schmid_(Bildhauer) https://de.wikipedia.org/wiki/Joseph_Schmidlin https://de.wikipedia.org/wiki/Josef_Schmidberger https://de.wikipedia.org/wiki/Joseph_Schmidt-G%C3%B6rg https://de.wikipedia.org/wiki/Joseph_Schmidt_(Politiker) https://de.wikipedia.org/wiki/Joseph_Schmidt https://de.wikipedia.org/wiki/Joseph_Schmid https://de.wikipedia.org/wiki/Joseph_Schmid_(Politiker) https://de.wikipedia.org/wiki/Joseph_Scheidegger), Ziegler  (https://de.wikipedia.org/wiki/Ziegler https://de.wikipedia.org/wiki/Ziegler_Z https://de.wikipedia.org/wiki/Ziegler_(Familienname) https://de.wikipedia.org/wiki/Ziegler_(Feuerwehrbedarf) https://de.wikipedia.org/wiki/Ziegler_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Ziegler-Natta-Verfahren https://de.wikipedia.org/wiki/Ziegler_und_Klipphausen_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Ziegler_(Teppichmanufaktur) https://de.wikipedia.org/wiki/Ziegler_Film https://de.wikipedia.org/wiki/Zieglerschloss), Huber  (https://de.wikipedia.org/wiki/Huber https://de.wikipedia.org/wiki/Hubert_ohne_Staller https://de.wikipedia.org/wiki/Hubert_Burda_Media https://de.wikipedia.org/wiki/Hubert_Aiwanger https://de.wikipedia.org/wiki/Hubert_ohne_Staller/Episodenliste https://de.wikipedia.org/wiki/Hubert_von_Goisern https://de.wikipedia.org/wiki/Hubertus_von_Hohenlohe https://de.wikipedia.org/wiki/Hubert_Burda https://de.wikipedia.org/wiki/Hubertusburg https://de.wikipedia.org/wiki/Hubertus_Knabe)"
371,13 Novembre 1780,1780-01-13,STORCHEN,2,Hr. Benjamin Wolff von Mannheim ſ. 2. Jacob Pfund von Unter-Hallau. Amb. Anſelmalz von Dillingen.,371,0186.txt,UNABLE TO PARSE,
372,13 Novembre 1780,1780-01-13,ADLER,3,Hr. Johann Stampf r aus Tyrol ſ. 3. 3 Handw.,372,0186.txt,Hr. Johann Stampf r aus Tyrol ſ,
373,13 Novembre 1780,1780-01-13,HIRSCHEN,4,Hr. Michael Kern von Bamberg ſ. 3. Muſic. Hr. Mich. Winckler v. Schlettlingen. ſ. 3. Leonhard Fornaro von Langenſee. Hr. Auguſtin Steiner aus Tyrol. Joſ. Stirnimann von Rheiden ſ. 2. 4 Landl.,373,0186.txt,"Hr. Michael Kern von Bamberg ſ, Muſic, Hr. Mich, Winckler von Schlettlingen, ſ. Leonhard Fornaro von Langenſee, Hr. Auguſtin Steiner aus Tyrol, Joſ. Stirnimann von Rheiden ſ",". Michael Kern  (https://de.wikipedia.org/wiki/Michael_Kern_(Bildhauer) https://de.wikipedia.org/wiki/Michael_Kernbach https://de.wikipedia.org/wiki/Michael_Kernberger https://de.wikipedia.org/wiki/Michael_Kern https://de.wikipedia.org/wiki/Michael_of_Kent https://de.wikipedia.org/wiki/Michael_Kerkloh https://de.wikipedia.org/wiki/Michael_Kersting_(Musikproduzent) https://de.wikipedia.org/wiki/Michael_Kearney https://de.wikipedia.org/wiki/Michael_Bernhard_(Politiker) https://de.wikipedia.org/wiki/Michael_K%C3%B6rner_(Kommentator)), Muſic (https://de.wikipedia.org/wiki/Musical https://de.wikipedia.org/wiki/Music_to_Be_Murdered_By https://de.wikipedia.org/wiki/Music_for_18_Musicians https://de.wikipedia.org/wiki/Musicology_(Album) https://de.wikipedia.org/wiki/MusicBrainz https://de.wikipedia.org/wiki/MusicStar https://de.wikipedia.org/wiki/Musiconn_%E2%80%93_F%C3%BCr_vernetzte_Musikwissenschaft https://de.wikipedia.org/wiki/Music_Production_Center https://de.wikipedia.org/wiki/Music_for_the_Masses https://de.wikipedia.org/wiki/Music_from_the_Elder), Hr. Mich (https://de.wikipedia.org/wiki/H._Michael_Shepard https://de.wikipedia.org/wiki/H._Richard_Niebuhr https://de.wikipedia.org/wiki/H._Richard_Crane https://de.wikipedia.org/wiki/Hl._Michael https://de.wikipedia.org/wiki/Hemichromis_elongatus https://de.wikipedia.org/wiki/Hamich https://de.wikipedia.org/wiki/Hemichromis https://de.wikipedia.org/wiki/Hamichlol https://de.wikipedia.org/wiki/Hemichromis_camerounensis https://de.wikipedia.org/wiki/Hrichou), . Mich (https://de.wikipedia.org/wiki/Michael_Schumacher https://de.wikipedia.org/wiki/Michael_Jackson https://de.wikipedia.org/wiki/Michael_Kretschmer https://de.wikipedia.org/wiki/Michael_Jordan https://de.wikipedia.org/wiki/Michelangelo https://de.wikipedia.org/wiki/Michel_Foucault https://de.wikipedia.org/wiki/Michigan https://de.wikipedia.org/wiki/Michelangelo_Merisi_da_Caravaggio https://de.wikipedia.org/wiki/Michail_Sergejewitsch_Gorbatschow https://de.wikipedia.org/wiki/Michael_St%C3%BCrzenberger), Winckler  (https://de.wikipedia.org/wiki/Winckler https://de.wikipedia.org/wiki/Wincklerbad https://de.wikipedia.org/wiki/Winckler-Denkmal https://de.wikipedia.org/wiki/Wincklers_Garten https://de.wikipedia.org/wiki/Winckler_Palast https://de.wikipedia.org/wiki/Winklern https://de.wikipedia.org/wiki/Winkler_(Familienname) https://de.wikipedia.org/wiki/Winkler%2BD%C3%BCnnebier https://de.wikipedia.org/wiki/Winkler_Unternehmensgruppe https://de.wikipedia.org/wiki/Winklern_bei_Oberw%C3%B6lz)"
374,13 Novembre 1780,1780-01-13,RAABEN,5,Hr. Sulzer von Winterthur. Bodmer von Wülfflingen ſ. 3. Truttmann von Schweiz. 4 Leipziger Fuhrleuth. ROESSLI Mr. Baſtard de Strasburg. Calandré de Turin. Leopold Bruder von Raſtatt. Joſeph von Moos von Lucern. 2 Handw. 2 Landl. SCHWANEN Hr. Jacob Leo von Mellingen. Ein Landmann.,374,0186.txt,"Hr. Sulzer von Winterthur, Bodmer von Wülfflingen ſ, Truttmann von Schweiz, ROESSLI Mr, Baſtard de Strasburg, Calandré de Turin, Leopold Bruder von Raſtatt, Joſeph von Moos von Lucern, SCHWANEN Hr, Jacob Leo von Mellingen",". Sulzer  (https://de.wikipedia.org/wiki/Sulzer_AG https://de.wikipedia.org/wiki/Sulzer_Hof_(Bad_Kreuznach) https://de.wikipedia.org/wiki/Sulzer https://de.wikipedia.org/wiki/Sulzer-Hochhaus https://de.wikipedia.org/wiki/Sulzer-Areal https://de.wikipedia.org/wiki/Sulzer_Siedlung https://de.wikipedia.org/wiki/Sulzer_(Patriziergeschlecht) https://de.wikipedia.org/wiki/Sulzer_(Traktor) https://de.wikipedia.org/wiki/Sulzer_Tunnel https://de.wikipedia.org/wiki/Sulzer_Vorsorgeeinrichtung), Bodmer  (https://de.wikipedia.org/wiki/Bodmer https://de.wikipedia.org/wiki/Bodmerei https://de.wikipedia.org/wiki/Bodmer-Eiche https://de.wikipedia.org/wiki/Bodmer-Papyri https://de.wikipedia.org/wiki/Bodmeriana https://de.wikipedia.org/wiki/Bodmershof https://de.wikipedia.org/wiki/Bodersweier https://de.wikipedia.org/wiki/Bommern https://de.wikipedia.org/wiki/Boomerang_(Schiff) https://de.wikipedia.org/wiki/Bommersheim), Truttmann  (https://de.wikipedia.org/wiki/Truttmann https://de.wikipedia.org/wiki/Trauttmansdorff https://de.wikipedia.org/wiki/Trettmann https://de.wikipedia.org/wiki/Trettmann/Diskografie https://de.wikipedia.org/wiki/Trettmann_(Album) https://de.wikipedia.org/wiki/Trauttmannsdorff-Weinsberg https://de.wikipedia.org/wiki/Trutmann), ROESSLI  (https://de.wikipedia.org/wiki/Roessling https://de.wikipedia.org/wiki/Roeseliana_roeselii https://de.wikipedia.org/wiki/Roessler https://de.wikipedia.org/wiki/Roses_(Lied) https://de.wikipedia.org/wiki/Ro%C3%9Flinde https://de.wikipedia.org/wiki/Roeseling https://de.wikipedia.org/wiki/Rosslingen https://de.wikipedia.org/wiki/Roe%C3%9Fler https://de.wikipedia.org/wiki/Ross_Livingston), Joſeph  (https://de.wikipedia.org/wiki/Josef_Stalin https://de.wikipedia.org/wiki/Joseph_Goebbels https://de.wikipedia.org/wiki/Josef_Mengele https://de.wikipedia.org/wiki/Joseph_Beuys https://de.wikipedia.org/wiki/Joseph_Haydn https://de.wikipedia.org/wiki/Joseph_II. https://de.wikipedia.org/wiki/Joseph_Roth https://de.wikipedia.org/wiki/Joseph_von_Eichendorff https://de.wikipedia.org/wiki/Joseph_E._Stiglitz https://de.wikipedia.org/wiki/Joseph_Jela%C4%8Di%C4%87_von_Bu%C5%BEim), SCHWANEN Hr (https://de.wikipedia.org/wiki/Schwanenorden https://de.wikipedia.org/wiki/Der_Schwanenprinz_%E2%80%93_Lebe_deinen_Traum https://de.wikipedia.org/wiki/Die_Schwanenprinzessin https://de.wikipedia.org/wiki/Schwanenrittersage https://de.wikipedia.org/wiki/Schwanenhals_(Halterung) https://de.wikipedia.org/wiki/Schwanenbrunnen_(Zwickau) https://de.wikipedia.org/wiki/Schwanenhalsdeformit%C3%A4t https://de.wikipedia.org/wiki/Das_Schwanenhaus https://de.wikipedia.org/wiki/Schwaanhavel https://de.wikipedia.org/wiki/Schwanenhals-Sternmoos), SCHWANEN  (https://de.wikipedia.org/wiki/Schwanensee https://de.wikipedia.org/wiki/Schwanenstadt https://de.wikipedia.org/wiki/Schwanenberg https://de.wikipedia.org/wiki/Schwanenblume https://de.wikipedia.org/wiki/Schwanenwerder https://de.wikipedia.org/wiki/Schwanenpelz_der_Marlene_Dietrich https://de.wikipedia.org/wiki/Schwanenburg https://de.wikipedia.org/wiki/Schwanengesang_(Film) https://de.wikipedia.org/wiki/Schwanengans https://de.wikipedia.org/wiki/Schwanenkirche_(Roes)), Jacob Leo  (https://de.wikipedia.org/wiki/Jacob_Leonhard_Vogel_(Theologe) https://de.wikipedia.org/wiki/Jacob_Leon_Rubenstein https://de.wikipedia.org/wiki/Jacob_Leopold_Pach https://de.wikipedia.org/wiki/Jacob_Leonhard_Vogel https://de.wikipedia.org/wiki/Jacob_Levy_Moreno https://de.wikipedia.org/wiki/Jacob_Leupold https://de.wikipedia.org/wiki/Jacob_Elordi https://de.wikipedia.org/wiki/Jack_Lew https://de.wikipedia.org/wiki/Jacob_Lee_Seeliger https://de.wikipedia.org/wiki/Jacob_Lohmann)"
