Visit_ID,Historical Date,Modern Date,Inn,Inn_ID,Raw Line,Visitor,Links,Filename
471,17 Augusti 1780,1780-08-17,STORCHEN,2,Mr. Barade d'Auvergne.,Mr. Barade d'Auvergne,Barade (https://de.wikipedia.org/wiki/Barad%C3%A8res https://de.wikipedia.org/wiki/Baradei https://de.wikipedia.org/wiki/Baradenick https://de.wikipedia.org/wiki/Baradee https://de.wikipedia.org/wiki/Baradel https://de.wikipedia.org/wiki/Bar_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Baraye https://de.wikipedia.org/wiki/Bardejov https://de.wikipedia.org/wiki/Barde https://de.wikipedia.org/wiki/Bardeleben_(Adelsgeschlechter)),../../ideas/ocr_mit_claude/0032.txt
472,17 Augusti 1780,1780-08-17,STORCHEN,2,"Joh. Hitz von Chur, 5 Handw.","Joh. Hitz von Chur, 5 Handw",Joh. Hitz (https://de.wikipedia.org/wiki/Johlitz),../../ideas/ocr_mit_claude/0032.txt
473,17 Augusti 1780,1780-08-17,ADLER,3,"Mr- François Monde de Nancy f. 3,",Mr. François Monde de Nancy,François Monde (https://de.wikipedia.org/wiki/Fran%C3%A7ois_Modesto),../../ideas/ocr_mit_claude/0032.txt
474,17 Augusti 1780,1780-08-17,ADLER,3,Noel Corballier de Savoye.,Noel Corballier de Savoye,,../../ideas/ocr_mit_claude/0032.txt
475,17 Augusti 1780,1780-08-17,ADLER,3,Anna Maria Stärkin von Kaufbayern.,Anna Maria Stärkin von Kaufbayern,,../../ideas/ocr_mit_claude/0032.txt
476,17 Augusti 1780,1780-08-17,ADLER,3,7 Handw.,,,../../ideas/ocr_mit_claude/0032.txt
477,17 Augusti 1780,1780-08-17,ROTHHAUS,4,"Hr. Greiner von Sonnhardt f. 2,",Hr. Greiner von Sonnhardt,Greiner (https://de.wikipedia.org/wiki/Greiner https://de.wikipedia.org/wiki/Greiner_(Unternehmen) https://de.wikipedia.org/wiki/Greiner_(Familienname) https://de.wikipedia.org/wiki/Greiner_(Glasbl%C3%A4ser) https://de.wikipedia.org/wiki/Greiner_Bio-One https://de.wikipedia.org/wiki/Greiner_Marktbuch https://de.wikipedia.org/wiki/Greiner_Stra%C3%9Fe https://de.wikipedia.org/wiki/Greinerschlag https://de.wikipedia.org/wiki/Greiner-Petter-Memm https://de.wikipedia.org/wiki/Greiner-Pol),../../ideas/ocr_mit_claude/0032.txt
478,17 Augusti 1780,1780-08-17,ROTHHAUS,4,"Mr. Pitzala de Milan, f. 2. Brix aus Böhmen f. 2.","Mr. Pitzala de Milan,, Brix aus Böhmen","Pitzala (https://de.wikipedia.org/wiki/Pitz_Alpine_Glacier_Trail https://de.wikipedia.org/wiki/Pitzal https://de.wikipedia.org/wiki/Pizzala), Brix (https://de.wikipedia.org/wiki/Brix https://de.wikipedia.org/wiki/Brixen https://de.wikipedia.org/wiki/Brixen_im_Thale https://de.wikipedia.org/wiki/Brixner_Dom https://de.wikipedia.org/wiki/Brixlegg https://de.wikipedia.org/wiki/Brixton_Motorcycles https://de.wikipedia.org/wiki/Brixner_Domkreuzgang https://de.wikipedia.org/wiki/Brix_Schaumburg https://de.wikipedia.org/wiki/Brixentaler_Bauerntarock https://de.wikipedia.org/wiki/Brixental)",../../ideas/ocr_mit_claude/0032.txt
479,17 Augusti 1780,1780-08-17,ROTHHAUS,4,Hr. Probst von Biell. f. 2.,Hr. Probst von Biell,Probst (https://de.wikipedia.org/wiki/Probst https://de.wikipedia.org/wiki/Probstzella https://de.wikipedia.org/wiki/Probsteierhagen https://de.wikipedia.org/wiki/Probstheida https://de.wikipedia.org/wiki/Probst_(Familienname) https://de.wikipedia.org/wiki/Probsteizella https://de.wikipedia.org/wiki/Propsteier_Wald https://de.wikipedia.org/wiki/Probsthagen https://de.wikipedia.org/wiki/Probstei_(Region) https://de.wikipedia.org/wiki/Probst_Jesar_See),../../ideas/ocr_mit_claude/0032.txt
480,17 Augusti 1780,1780-08-17,ROTHHAUS,4,"Martin von Metz, Ant. Welponner von Botzen.","Martin von Metz, Ant. Welponner von Botzen",Martin (https://de.wikipedia.org/wiki/Martin https://de.wikipedia.org/wiki/Martin_Luther https://de.wikipedia.org/wiki/Martin_Luther_King https://de.wikipedia.org/wiki/Martin_Heidegger https://de.wikipedia.org/wiki/Martina_Hingis https://de.wikipedia.org/wiki/Martin_Schulz https://de.wikipedia.org/wiki/Martina_Navratilova https://de.wikipedia.org/wiki/Martin-Luther-Universit%C3%A4t_Halle-Wittenberg https://de.wikipedia.org/wiki/Martin_Suter https://de.wikipedia.org/wiki/Martin_Walser),../../ideas/ocr_mit_claude/0032.txt
481,17 Augusti 1780,1780-08-17,HIRSCHEN,5,Elisabeth Wünsch von Weinfelden.,Elisabeth Wünsch von Weinfelden,Elisabeth Wünsch (https://de.wikipedia.org/wiki/Elisabeth_W%C3%BCnsche-Werdehausen),../../ideas/ocr_mit_claude/0032.txt
482,17 Augusti 1780,1780-08-17,HIRSCHEN,5,"Mr. Fornaro von Langensee f. 2,",Mr. Fornaro von Langensee,Fornaro (https://de.wikipedia.org/wiki/Fornaro https://de.wikipedia.org/wiki/Fornaroli https://de.wikipedia.org/wiki/FortaRock_Festival https://de.wikipedia.org/wiki/Forna%C3%A7on https://de.wikipedia.org/wiki/Fornarina https://de.wikipedia.org/wiki/Forza_Rossa_Racing https://de.wikipedia.org/wiki/Fornarelli https://de.wikipedia.org/wiki/Fornara https://de.wikipedia.org/wiki/Fornarini https://de.wikipedia.org/wiki/Fornaris),../../ideas/ocr_mit_claude/0032.txt
483,17 Augusti 1780,1780-08-17,HIRSCHEN,5,Besan de Neuchatel.,Besan de Neuchatel,Besan (https://de.wikipedia.org/wiki/Besansegel https://de.wikipedia.org/wiki/Besan%C3%A7on https://de.wikipedia.org/wiki/Besan%C3%A7on_Challenger_2000 https://de.wikipedia.org/wiki/Besano https://de.wikipedia.org/wiki/Besan%C3%A7on_Challenger_1999 https://de.wikipedia.org/wiki/Besana_in_Brianza https://de.wikipedia.org/wiki/Besanmast https://de.wikipedia.org/wiki/Besandten https://de.wikipedia.org/wiki/Besanosaurus https://de.wikipedia.org/wiki/Besanschot_an),../../ideas/ocr_mit_claude/0032.txt
484,17 Augusti 1780,1780-08-17,HIRSCHEN,5,Joh. Christ. Ziegenhaim aus Sachsen.,"Joh. Christ, Ziegenhaim aus Sachsen","Joh. Christ (https://de.wikipedia.org/wiki/Joh._Christian_Jacobs https://de.wikipedia.org/wiki/John_Christopher https://de.wikipedia.org/wiki/John_Christie_(Serienm%C3%B6rder) https://de.wikipedia.org/wiki/John_Christie,_der_Frauenw%C3%BCrger_von_London https://de.wikipedia.org/wiki/John_Christopher_Smith https://de.wikipedia.org/wiki/John_Christoffel_Kannemeyer https://de.wikipedia.org/wiki/John_Christopher_Willis https://de.wikipedia.org/wiki/John_Christy https://de.wikipedia.org/wiki/John_Christopher_Cutler https://de.wikipedia.org/wiki/John_Christian_Rosenlund), Ziegenhaim (https://de.wikipedia.org/wiki/Ziegenhain_(Schwalmstadt) https://de.wikipedia.org/wiki/Ziegenhain_(Jena) https://de.wikipedia.org/wiki/Ziegenhain_(Westerwald) https://de.wikipedia.org/wiki/Ziegenhain_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Ziegenhainer_Kirchenzuchtordnung https://de.wikipedia.org/wiki/Ziegenhainer https://de.wikipedia.org/wiki/Ziegenhainer_Salatkirmes https://de.wikipedia.org/wiki/Ziegenhain)",../../ideas/ocr_mit_claude/0032.txt
485,17 Augusti 1780,1780-08-17,HIRSCHEN,5,Leopold Ringold von Constanz.,Leopold Ringold von Constanz,,../../ideas/ocr_mit_claude/0032.txt
486,17 Augusti 1780,1780-08-17,HIRSCHEN,5,Georg Müller von Presburg.,Georg Müller von Presburg,"Georg Müller (https://de.wikipedia.org/wiki/Georg_M%C3%BCller https://de.wikipedia.org/wiki/Georg_M%C3%BCller_(Waisenhausleiter) https://de.wikipedia.org/wiki/Georg_M%C3%BCller_vom_Siel https://de.wikipedia.org/wiki/Georg-M%C3%BCller-Schule_Bielefeld https://de.wikipedia.org/wiki/Georg_M%C3%BCller_(Rechtswissenschafter) https://de.wikipedia.org/wiki/Georg_M%C3%BCller_(Bischof,_1951) https://de.wikipedia.org/wiki/Georg_M%C3%BCller_(Kunsth%C3%A4ndler) https://de.wikipedia.org/wiki/Georg_M%C3%BCller_(Mineraloge) https://de.wikipedia.org/wiki/Georg_M%C3%BCller-Breslau https://de.wikipedia.org/wiki/Georg_M%C3%BCller-Christ)",../../ideas/ocr_mit_claude/0032.txt
487,17 Augusti 1780,1780-08-17,HIRSCHEN,5,Jac. Ruthishauser von Gütingen.,Jac. Ruthishauser von Gütingen,,../../ideas/ocr_mit_claude/0032.txt
488,17 Augusti 1780,1780-08-17,HIRSCHEN,5,5 Pilger. 2 Handw.,,,../../ideas/ocr_mit_claude/0032.txt
489,17 Augusti 1780,1780-08-17,RAABEN,6,"Hr. Helbling, Portrait-Mahler v.Wien.","Hr. Helbling, Portrait-Mahler von Wien",,../../ideas/ocr_mit_claude/0032.txt
490,17 Augusti 1780,1780-08-17,RAABEN,6,4 Leipziger Fuhrleuth.,,,../../ideas/ocr_mit_claude/0032.txt
491,17 Augusti 1780,1780-08-17,LEUEN,7,Hr Martin aus Böhmen. 7 Handw.,Hr. Martin aus Böhmen,Martin (https://de.wikipedia.org/wiki/Martin https://de.wikipedia.org/wiki/Martin_Luther https://de.wikipedia.org/wiki/Martin_Luther_King https://de.wikipedia.org/wiki/Martin_Heidegger https://de.wikipedia.org/wiki/Martina_Hingis https://de.wikipedia.org/wiki/Martin_Schulz https://de.wikipedia.org/wiki/Martina_Navratilova https://de.wikipedia.org/wiki/Martin-Luther-Universit%C3%A4t_Halle-Wittenberg https://de.wikipedia.org/wiki/Martin_Suter https://de.wikipedia.org/wiki/Martin_Walser),../../ideas/ocr_mit_claude/0032.txt
492,17 Augusti 1780,1780-08-17,LEUEN,7,Joh. Tomman von St. Bläsi.,Joh. Tomman von Sankt Bläsi,,../../ideas/ocr_mit_claude/0032.txt
493,17 Augusti 1780,1780-08-17,ROESSL,8,Ein Frankfurter Fuhrmann- f. 3.,UNABLE TO PARSE,,../../ideas/ocr_mit_claude/0032.txt
494,16 Augufti 1780,1780-01-16,SCHWERDT,1,Hr. Blumer von Glarus.,Hr. Blumer von Glarus,Blumer (https://de.wikipedia.org/wiki/Blumer https://de.wikipedia.org/wiki/Blumerode https://de.wikipedia.org/wiki/Blumer_(Familie) https://de.wikipedia.org/wiki/Blumergraben https://de.wikipedia.org/wiki/Blumeray https://de.wikipedia.org/wiki/Blumer_Beck https://de.wikipedia.org/wiki/Blumerberg https://de.wikipedia.org/wiki/Blumer-Marcus https://de.wikipedia.org/wiki/Blumers https://de.wikipedia.org/wiki/Blumert),../../ideas/ocr_mit_claude/0034.txt
495,16 Augufti 1780,1780-01-16,SCHWERDT,1,Carlis de Modena.,Carlis de Modena,Carlis (https://de.wikipedia.org/wiki/Carlismus https://de.wikipedia.org/wiki/Carlisle https://de.wikipedia.org/wiki/Carlisle_Grounds https://de.wikipedia.org/wiki/Carlisle_(Pennsylvania) https://de.wikipedia.org/wiki/Carlisle_County https://de.wikipedia.org/wiki/Carlisle_(Iowa) https://de.wikipedia.org/wiki/Carlisle_(Ohio) https://de.wikipedia.org/wiki/Carlisle_(Massachusetts) https://de.wikipedia.org/wiki/Carlisle_Castle https://de.wikipedia.org/wiki/Carlisle_Floyd),../../ideas/ocr_mit_claude/0034.txt
496,16 Augufti 1780,1780-01-16,SCHWERDT,1,Hettlinger von Winterthur.,Hettlinger von Winterthur,Hettlinger (https://de.wikipedia.org/wiki/Hettlinger https://de.wikipedia.org/wiki/Hettlingen_ZH https://de.wikipedia.org/wiki/Hettlingen_(Wertingen) https://de.wikipedia.org/wiki/Hettinger_County https://de.wikipedia.org/wiki/Hetlinger_Schanze https://de.wikipedia.org/wiki/Hettlingen https://de.wikipedia.org/wiki/Hettinger https://de.wikipedia.org/wiki/Heitlinger https://de.wikipedia.org/wiki/Das_H%C3%BCttlinger),../../ideas/ocr_mit_claude/0034.txt
497,16 Augufti 1780,1780-01-16,SCHWERDT,1,Bächtel von Schaffhaufen.,Bächtel von Schaffhaufen,Bächtel (https://de.wikipedia.org/wiki/B%C3%A4chtelistag https://de.wikipedia.org/wiki/Bechtel_Corporation https://de.wikipedia.org/wiki/Buchteln https://de.wikipedia.org/wiki/Bachtel https://de.wikipedia.org/wiki/Bechtelsreuth https://de.wikipedia.org/wiki/Bachtelweiher https://de.wikipedia.org/wiki/Bachtelsee https://de.wikipedia.org/wiki/Bachtelsteig https://de.wikipedia.org/wiki/B%C3%A4chtlefest https://de.wikipedia.org/wiki/Bachtelm%C3%BChle),../../ideas/ocr_mit_claude/0034.txt
498,16 Augufti 1780,1780-01-16,SCHWERDT,1,Wartmann de Morges.,Wartmann de Morges,Wartmann (https://de.wikipedia.org/wiki/Wartmann https://de.wikipedia.org/wiki/Wartmannsroth https://de.wikipedia.org/wiki/Wartmannstetten https://de.wikipedia.org/wiki/Wartmann_Holding https://de.wikipedia.org/wiki/Wartmann-K%C3%A4gi https://de.wikipedia.org/wiki/Wartmann-F%C3%BCchslin https://de.wikipedia.org/wiki/Warmann_von_Konstanz https://de.wikipedia.org/wiki/Wortmann_AG https://de.wikipedia.org/wiki/Wortmannin https://de.wikipedia.org/wiki/Wortmann_Schuh-Holding),../../ideas/ocr_mit_claude/0034.txt
499,16 Augufti 1780,1780-01-16,SCHWERDT,1,Bellatti von Leipzig.,Bellatti von Leipzig,Bellatti (https://de.wikipedia.org/wiki/Bellatrix https://de.wikipedia.org/wiki/Bellatrix_Lestrange https://de.wikipedia.org/wiki/Belratti https://de.wikipedia.org/wiki/Bellotti-Rotaugensalmler https://de.wikipedia.org/wiki/Bella_triste https://de.wikipedia.org/wiki/Bellutti https://de.wikipedia.org/wiki/Bellati https://de.wikipedia.org/wiki/Bellettini https://de.wikipedia.org/wiki/Bella_Twins https://de.wikipedia.org/wiki/Belatti),../../ideas/ocr_mit_claude/0034.txt
500,16 Augufti 1780,1780-01-16,SCHWERDT,1,Mr. de Thouries- Mr. Lullin. Mr. Boizier.,UNABLE TO PARSE,,../../ideas/ocr_mit_claude/0034.txt
501,16 Augufti 1780,1780-01-16,SCHWERDT,1,Mr.Raymond. Kapf. Hr.Hanhardt de Geneve.,"Mr. Raymond, Kapf, Hr. Hanhardt de Geneve","Mr. Raymond (https://de.wikipedia.org/wiki/M._Raymond) Raymond (https://de.wikipedia.org/wiki/Raymond https://de.wikipedia.org/wiki/Raymond_Kopa https://de.wikipedia.org/wiki/Raymond_Feist https://de.wikipedia.org/wiki/Raymond_van_Barneveld https://de.wikipedia.org/wiki/Raymond_Chandler https://de.wikipedia.org/wiki/Raymond_Burr https://de.wikipedia.org/wiki/Raymond_FitzGerald https://de.wikipedia.org/wiki/Raymond_Leo_Burke https://de.wikipedia.org/wiki/Raymond_Maufrais https://de.wikipedia.org/wiki/Raymond_(Maine)), Kapf (https://de.wikipedia.org/wiki/Kapf https://de.wikipedia.org/wiki/Kapfenberg https://de.wikipedia.org/wiki/Kapfenberger_SV https://de.wikipedia.org/wiki/Kapfenstein https://de.wikipedia.org/wiki/Kapfenberg_Bulls_(Basketball) https://de.wikipedia.org/wiki/Kapf_(Alfdorf) https://de.wikipedia.org/wiki/Kapfuchs https://de.wikipedia.org/wiki/Kapflora https://de.wikipedia.org/wiki/Kapfenberger_Sportvereinigung https://de.wikipedia.org/wiki/Kapfing_(Vilsheim)), Hanhardt (https://de.wikipedia.org/wiki/Hanhart https://de.wikipedia.org/wiki/Hanhart-Syndrom https://de.wikipedia.org/wiki/Hans_Hardt-Hardtloff https://de.wikipedia.org/wiki/Honhardt https://de.wikipedia.org/wiki/Hanhart_(Begriffskl%C3%A4rung) https://de.wikipedia.org/wiki/Honhardter_Bach https://de.wikipedia.org/wiki/Hans_Hardt)",../../ideas/ocr_mit_claude/0034.txt
502,16 Augufti 1780,1780-01-16,SCHWERDT,1,Obrift von Miller in Neapolit. Dienten f. 3.,Obrift von Miller in Neapolit. Dienten,Obrift (https://de.wikipedia.org/wiki/Obritzberg-Rust https://de.wikipedia.org/wiki/Obristfeld https://de.wikipedia.org/wiki/Obrint_Pas https://de.wikipedia.org/wiki/Okriftel https://de.wikipedia.org/wiki/Obritz https://de.wikipedia.org/wiki/Obrist https://de.wikipedia.org/wiki/Obrister https://de.wikipedia.org/wiki/Obristlieutnant https://de.wikipedia.org/wiki/Obristendiktatur https://de.wikipedia.org/wiki/Obritzberg),../../ideas/ocr_mit_claude/0034.txt
503,16 Augufti 1780,1780-01-16,SCHWERDT,1,le Comte de Montbelliard & 2 Damen aus dem Elfafs.,le Comte de Montbelliard,le Comte (https://de.wikipedia.org/wiki/Le_comte_Ory https://de.wikipedia.org/wiki/Le_Comte_de_Monte-Cristo_(2024) https://de.wikipedia.org/wiki/Le_Comte_de_Chanteleine https://de.wikipedia.org/wiki/Le_Comte_de_Monte_Christo https://de.wikipedia.org/wiki/Le_comte_Kostia https://de.wikipedia.org/wiki/Lecomte_et_Colin https://de.wikipedia.org/wiki/Lecomte_du_Nou%C3%BF https://de.wikipedia.org/wiki/Lecomte_du_No%C3%BCy https://de.wikipedia.org/wiki/Lecomte https://de.wikipedia.org/wiki/Le_Coteau),../../ideas/ocr_mit_claude/0034.txt
504,16 Augufti 1780,1780-01-16,SCHWERDT,1,le Chanoine de Billieux von Zurzach.,le Chanoine de Billieux von Zurzach,,../../ideas/ocr_mit_claude/0034.txt
505,16 Augufti 1780,1780-01-16,SCHWERDT,1,Wunfchold von Strafsburg.,Wunfchold von Strafsburg,,../../ideas/ocr_mit_claude/0034.txt
506,16 Augufti 1780,1780-01-16,SCHWERDT,1,Pfarrer Ruffenacht von Lichtenfteg.,Pfarrer Ruffenacht von Lichtenfteg,,../../ideas/ocr_mit_claude/0034.txt
507,16 Augufti 1780,1780-01-16,SCHWERDT,1,Hbtm. Studer von Lucern.,Hbtm. Studer von Lucern,,../../ideas/ocr_mit_claude/0034.txt
508,16 Augufti 1780,1780-01-16,SCHWERDT,1,Hägerr von St. Gallen. Hr.Stählin von Reinegg.,"Hägerr von Sankt Gallen, Hr. Stählin von Reinegg","Hägerr (https://de.wikipedia.org/wiki/H%C3%A4ger_(Werther) https://de.wikipedia.org/wiki/H%C3%A4gersten-Liljeholmen https://de.wikipedia.org/wiki/H%C3%A4ger_(M%C3%BCnster) https://de.wikipedia.org/wiki/H%C3%A4gerdorn https://de.wikipedia.org/wiki/H%C3%A4gerau https://de.wikipedia.org/wiki/H%C3%A4gersten https://de.wikipedia.org/wiki/H%C3%A4gerort https://de.wikipedia.org/wiki/H%C3%A4gerstens%C3%A5sen_(Stockholms_tunnelbana) https://de.wikipedia.org/wiki/H%C3%A4g-Ehrsberg https://de.wikipedia.org/wiki/H%C3%A4gern%C3%A4s), Stählin (https://de.wikipedia.org/wiki/St%C3%A4hlin https://de.wikipedia.org/wiki/St%C3%A4hling https://de.wikipedia.org/wiki/St%C3%BChlingen https://de.wikipedia.org/wiki/Stahlindustrie/Tabellen_und_Grafiken https://de.wikipedia.org/wiki/St%C3%BChlinger https://de.wikipedia.org/wiki/Stuhlinkontinenz https://de.wikipedia.org/wiki/Stahlindustrie https://de.wikipedia.org/wiki/Stahlindustrie_in_Luxemburg https://de.wikipedia.org/wiki/Stahlinstitut_VDEh https://de.wikipedia.org/wiki/St%C3%A4rlinge)",../../ideas/ocr_mit_claude/0034.txt
509,16 Augufti 1780,1780-01-16,SCHWERDT,1,Mad. de Ferrets von Brontrut.,Mad. de Ferrets von Brontrut,Mad. (https://de.wikipedia.org/wiki/Madeira https://de.wikipedia.org/wiki/Madonna_(K%C3%BCnstlerin) https://de.wikipedia.org/wiki/Madagaskar https://de.wikipedia.org/wiki/Mad_Men https://de.wikipedia.org/wiki/Madrid https://de.wikipedia.org/wiki/Madame_de_Pompadour https://de.wikipedia.org/wiki/Madonna_(K%C3%BCnstlerin)/Diskografie https://de.wikipedia.org/wiki/Madrider_Zuganschl%C3%A4ge https://de.wikipedia.org/wiki/Madeline_Juno https://de.wikipedia.org/wiki/Maddie_Ziegler),../../ideas/ocr_mit_claude/0034.txt
510,16 Augufti 1780,1780-01-16,STÖRCHEN,9,Mr. Barade d'Auvergne.,Mr. Barade d'Auvergne,Barade (https://de.wikipedia.org/wiki/Barad%C3%A8res https://de.wikipedia.org/wiki/Baradei https://de.wikipedia.org/wiki/Baradenick https://de.wikipedia.org/wiki/Baradee https://de.wikipedia.org/wiki/Baradel https://de.wikipedia.org/wiki/Bar_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Baraye https://de.wikipedia.org/wiki/Bardejov https://de.wikipedia.org/wiki/Barde https://de.wikipedia.org/wiki/Bardeleben_(Adelsgeschlechter)),../../ideas/ocr_mit_claude/0034.txt
511,16 Augufti 1780,1780-01-16,STÖRCHEN,9,Joh. Hitz von Chur. 4 Handw.,Joh. Hitz von Chur,Joh. Hitz (https://de.wikipedia.org/wiki/Johlitz),../../ideas/ocr_mit_claude/0034.txt
512,16 Augufti 1780,1780-01-16,STÖRCHEN,9,Eggetfchweiler von Wangen f. 2.,Eggetschweiler von Wangen,,../../ideas/ocr_mit_claude/0034.txt
513,16 Augufti 1780,1780-01-16,STÖRCHEN,9,Joh. Bürgy von Waldshut. 1 Schwab.,Joh. Bürgy von Waldshut,,../../ideas/ocr_mit_claude/0034.txt
514,16 Augufti 1780,1780-01-16,ADLER,3,Mr. François Monde de Nancy f. 3.,Mr. François Monde de Nancy,François Monde (https://de.wikipedia.org/wiki/Fran%C3%A7ois_Modesto),../../ideas/ocr_mit_claude/0034.txt
515,16 Augufti 1780,1780-01-16,ADLER,3,Noel Corbaffier de Savoye.,Noel Corbaffier de Savoye,,../../ideas/ocr_mit_claude/0034.txt
516,16 Augufti 1780,1780-01-16,ADLER,3,2 Handw.,,,../../ideas/ocr_mit_claude/0034.txt
517,16 Augufti 1780,1780-01-16,ROTHHAUS,4,"Mr. Pirzala de Milan, f. 2. Brix aus Böhmen f. 2.","Mr. Pirzala de Milan,, Brix aus Böhmen","Pirzala (https://de.wikipedia.org/wiki/Pircalab https://de.wikipedia.org/wiki/Pirzada https://de.wikipedia.org/wiki/Pizzala), Brix (https://de.wikipedia.org/wiki/Brix https://de.wikipedia.org/wiki/Brixen https://de.wikipedia.org/wiki/Brixen_im_Thale https://de.wikipedia.org/wiki/Brixner_Dom https://de.wikipedia.org/wiki/Brixlegg https://de.wikipedia.org/wiki/Brixton_Motorcycles https://de.wikipedia.org/wiki/Brixner_Domkreuzgang https://de.wikipedia.org/wiki/Brix_Schaumburg https://de.wikipedia.org/wiki/Brixentaler_Bauerntarock https://de.wikipedia.org/wiki/Brixental)",../../ideas/ocr_mit_claude/0034.txt
518,16 Augufti 1780,1780-01-16,ROTHHAUS,4,Mad. Probft von Bielf.,Mad. Probft von Bielf,,../../ideas/ocr_mit_claude/0034.txt
519,16 Augufti 1780,1780-01-16,ROTHHAUS,4,Kollerin von Niederdorf aus Tyrol.,Kollerin von Niederdorf aus Tyrol,Kollerin (https://de.wikipedia.org/wiki/Kollerinsel https://de.wikipedia.org/wiki/Kolleginnen https://de.wikipedia.org/wiki/Kollege https://de.wikipedia.org/wiki/Kolleginnen_%E2%80%93_F%C3%BCr_immer https://de.wikipedia.org/wiki/Kolleginnen_%E2%80%93_Das_b%C3%B6se_Kind https://de.wikipedia.org/wiki/Koller_(Uniform) https://de.wikipedia.org/wiki/Kolleritsch https://de.wikipedia.org/wiki/Kollmering https://de.wikipedia.org/wiki/Koller-Pinell https://de.wikipedia.org/wiki/Killer_Instinct_(Computerspielreihe)),../../ideas/ocr_mit_claude/0034.txt
520,16 Augufti 1780,1780-01-16,HIRSCHEN,5,Mr. Fornaro von Langenfee f. 2.,Mr. Fornaro von Langenfee,Fornaro (https://de.wikipedia.org/wiki/Fornaro https://de.wikipedia.org/wiki/Fornaroli https://de.wikipedia.org/wiki/FortaRock_Festival https://de.wikipedia.org/wiki/Forna%C3%A7on https://de.wikipedia.org/wiki/Fornarina https://de.wikipedia.org/wiki/Forza_Rossa_Racing https://de.wikipedia.org/wiki/Fornarelli https://de.wikipedia.org/wiki/Fornara https://de.wikipedia.org/wiki/Fornarini https://de.wikipedia.org/wiki/Fornaris),../../ideas/ocr_mit_claude/0034.txt
521,16 Augufti 1780,1780-01-16,HIRSCHEN,5,Hs. Ruthishaufler von Gütingen.,Hs. Ruthishaufler von Gütingen,,../../ideas/ocr_mit_claude/0034.txt
522,16 Augufti 1780,1780-01-16,HIRSCHEN,5,2 Landleuth.,,,../../ideas/ocr_mit_claude/0034.txt
523,16 Augufti 1780,1780-01-16,RAABEN,6,Hr. Schellenberg. Hr. Goldfchmidt von Winterthur.,"Hr. Schellenberg, Hr. Goldfchmidt von Winterthur","Schellenberg (https://de.wikipedia.org/wiki/Schellenberg https://de.wikipedia.org/wiki/Schellenberger_Eish%C3%B6hle https://de.wikipedia.org/wiki/Schellenberg_(Adelsgeschlecht) https://de.wikipedia.org/wiki/Schellenberger_Forst https://de.wikipedia.org/wiki/Schellenbergbr%C3%BCcke_(Osnabr%C3%BCck) https://de.wikipedia.org/wiki/Schellenberg_(Kleinsendelbach) https://de.wikipedia.org/wiki/Schellenberg_(Leubsdorf) https://de.wikipedia.org/wiki/Schellenbergtunnel https://de.wikipedia.org/wiki/Schellenberger_Turm https://de.wikipedia.org/wiki/Schellenberger_von_Heimberg), Goldfchmidt (https://de.wikipedia.org/wiki/Goldschmidt_(Familie) https://de.wikipedia.org/wiki/Goldschmidt_(Familienname) https://de.wikipedia.org/wiki/Goldschmidt-Haus https://de.wikipedia.org/wiki/Goldschmidtvilla_(Radebeul) https://de.wikipedia.org/wiki/Goldschmidt-Klassifikation https://de.wikipedia.org/wiki/Goldschmidt_(Mondkrater) https://de.wikipedia.org/wiki/Goldschmidtsche_Regel https://de.wikipedia.org/wiki/Goldschmidt-Division https://de.wikipedia.org/wiki/Goldschmidtpark https://de.wikipedia.org/wiki/Goldschmidt_Basel)",../../ideas/ocr_mit_claude/0034.txt
524,16 Augufti 1780,1780-01-16,RAABEN,6,4 Leipziger Fuhrleuth.,,,../../ideas/ocr_mit_claude/0034.txt
525,16 Augufti 1780,1780-01-16,RAABEN,6,30 Pilger. 4 Handw. 4 Landl.,,,../../ideas/ocr_mit_claude/0034.txt
526,16 Augufti 1780,1780-01-16,LEUEN,7,Hr Martin aus Böhmen. 4 Handw.,Hr. Martin aus Böhmen,Martin (https://de.wikipedia.org/wiki/Martin https://de.wikipedia.org/wiki/Martin_Luther https://de.wikipedia.org/wiki/Martin_Luther_King https://de.wikipedia.org/wiki/Martin_Heidegger https://de.wikipedia.org/wiki/Martina_Hingis https://de.wikipedia.org/wiki/Martin_Schulz https://de.wikipedia.org/wiki/Martina_Navratilova https://de.wikipedia.org/wiki/Martin-Luther-Universit%C3%A4t_Halle-Wittenberg https://de.wikipedia.org/wiki/Martin_Suter https://de.wikipedia.org/wiki/Martin_Walser),../../ideas/ocr_mit_claude/0034.txt
